hid_pes,puid_pes,forename_pes,middlenm_pes,last_name_pes,names_pes,province_pes,district_pes,sector_pes,cellule_pes,village_pes,month_pes,year_pes,age_pes,HoH_pes,marstat_pes,marstatdesc_pes,relationship_pes,sex_pes,telephone_pes,lat_pes,long_pes,full_loc_pes,EAid_pes,DSid_pes,dob_pes
105,PES_QTW200819721,JEROME,nan,GERVAIS,JEROME  GERVAIS,WEST,NGORORERO,NYANGE,GASEKE,DUTWE,4.0,1984.0,38.0,RUKAKA JONAS ALICE,5.0,SEPARATED,4.0,M,8988998267.0,-2.052755305,29.60015299,RWANDA NGORORERO NYANGE GASEKE DUTWE,GASEKEDUTWE,NGORORERONYANGE,4.0/1984.0
105,PES_R4X025652010,RUKAKA,JOS,ALICE,RUKAKA JOS ALICE,WEST,NGORORERO,NYANGE,GASEKE,DUTWE,12.0,1959.0,63.0,RUKAKA JONAS ALICE,7.0,WIDOWED,7.0,M,8988998267.0,-2.0534522319999997,29.59865096,RWANDA NGORORERO NYANGE GASEKE DUTWE,GASEKEDUTWE,NGORORERONYANGE,12.0/1959.0
107,PES_R8Z894089261,nan,nan,KARGAD,  KARGAD,EAST,KIREHE,KIGINA,RUGARAMA,RWAKANYAMBO,nan,1981.0,41.0,GISELLE DIEUDONNE,3.0,LIVE IN A POLYGAMOUS UNION,12.0,F,3608560651.0,-2.090771888,30.80081925,RWANDA KIREHE KIGINA RUGARAMA RWAKANYAMBO,RUGARAMARWAKANYAMBO,KIREHEKIGINA,nan/1981.0
107,PES_R9U211364895,CHRISTIAN,nan,JEANNE,CHRISTIAN  JEANNE,EAST,KIREHE,KIGINA,RUGARAMA,RWAKANYAMBO,12.0,2013.0,9.0,GISELLE DIEUDONNE,6.0,NEVER MARRIED,9.0,M,3608560651.0,-2.090771888,30.80081925,RWANDA KIREHE KIGINA RUGARAMA RWAKANYAMBO,RUGARAMARWAKANYAMBO,KIREHEKIGINA,12.0/2013.0
107,PES_RA0413357410,GISELLE,nan,DIEUDONNE,GISELLE  DIEUDONNE,EAST,KIREHE,KIGINA,RUGARAMA,RWAKANYAMBO,10.0,1952.0,72.0,GISELLE DIEUDONNE,1.0,MARRIED TO ONE WIFE/HUSBAND OFFICIALLY,6.0,F,3608560651.0,-2.090771888,30.80081925,RWANDA KIREHE KIGINA RUGARAMA RWAKANYAMBO,RUGARAMARWAKANYAMBO,KIREHEKIGINA,10.0/1952.0
108,PES_RA9972698494,FILONNE,nan,CELESTIN,FILONNE  CELESTIN,EAST,BUGESERA,MAREBA,RANGO,MATINZA,10.0,nan,46.0,AMZA DONAT,nan,nan,6.0,F,1417713511.0,-2.123696236,30.14824845,RWANDA BUGESERA MAREBA RANGO MATINZA,RANGOMATINZA,BUGESERAMAREBA,10.0/nan
108,PES_RC6288027780,BALTHAZAR,nan,SABITI,BALTHAZAR  SABITI,EAST,BUGESERA,MAREBA,RANGO,MATINZA,7.0,nan,57.0,AMZA DONAT,3.0,LIVE IN A POLYGAMOUS UNION,9.0,M,1417713511.0,-2.123696236,30.14824845,RWANDA BUGESERA MAREBA RANGO MATINZA,RANGOMATINZA,BUGESERAMAREBA,7.0/nan
108,PES_RCH092616282,NENE,nan,MUGENI,NENE  MUGENI,EAST,BUGESERA,MAREBA,RANGO,MATINZA,nan,2010.0,73.0,AMZA DONAT,6.0,NEVER MARRIED,12.0,M,1417713511.0,-2.123696236,30.14824845,RWANDA BUGESERA MAREBA RANGO MATINZA,RANGOMATINZA,BUGESERAMAREBA,nan/2010.0
108,PES_RF4384861115,AMZA,nan,DONAT,AMZA  DONAT,EAST,BUGESERA,MAREBA,RANGO,MATINZA,4.0,1929.0,93.0,AMZA DONAT,2.0,MARRIED TO ONE WIFE/HUSBAND NOT OFFICIALLY,2.0,M,1417713511.0,-2.123696236,30.14824845,RWANDA BUGESERA MAREBA RANGO MATINZA,RANGOMATINZA,BUGESERAMAREBA,4.0/1929.0
109,PES_RG9658314052,AMON,nan,JADO,AMON  JADO,WEST,RUSIZI,KAMEMBE,CYANGUGU,GATOVU,nan,1983.0,39.0,PAUL BYIRINGIRO,6.0,NEVER MARRIED,11.0,M,9425637256.0,-2.873027392,29.75615698,RWANDA RUSIZI KAMEMBE CYANGUGU GATOVU,CYANGUGUGATOVU,RUSIZIKAMEMBE,nan/1983.0
109,PES_RGJ840811576,ALINE,nan,NIYIBIZI,ALINE  NIYIBIZI,WEST,RUSIZI,KAMEMBE,CYANGUGU,GATOVU,9.0,1924.0,45.0,PAUL BYIRINGIRO,3.0,LIVE IN A POLYGAMOUS UNION,6.0,F,9425637256.0,-2.873027392,29.75615698,RWANDA RUSIZI KAMEMBE CYANGUGU GATOVU,CYANGUGUGATOVU,RUSIZIKAMEMBE,9.0/1924.0
109,PES_RJZ849988118,ERNEST,nan,JEROME,ERNEST  JEROME,WEST,RUSIZI,KAMEMBE,CYANGUGU,GATOVU,5.0,2009.0,14.0,PAUL BYIRINGIRO,6.0,NEVER MARRIED,3.0,M,9425637256.0,-2.873027392,29.75615698,RWANDA RUSIZI KAMEMBE CYANGUGU GATOVU,CYANGUGUGATOVU,RUSIZIKAMEMBE,5.0/2009.0
109,PES_RMD520503742,PAUL,nan,BYIRINGIRO,PAUL  BYIRINGIRO,WEST,RUSIZI,KAMEMBE,CYANGUGU,GATOVU,9.0,1969.0,56.0,PAUL BYIRINGIRO,1.0,MARRIED TO ONE WIFE/HUSBAND OFFICIALLY,6.0,M,9425637256.0,-2.873027392,29.75615698,RWANDA RUSIZI KAMEMBE CYANGUGU GATOVU,CYANGUGUGATOVU,RUSIZIKAMEMBE,9.0/1969.0
109,PES_RND913949932,KELVIN,nan,NGABONZIZA,KELVIN  NGABONZIZA,WEST,RUSIZI,KAMEMBE,CYANGUGU,GATOVU,7.0,2005.0,20.0,PAUL BYIRINGIRO,6.0,NEVER MARRIED,1.0,M,9425637256.0,-2.873027392,29.75615698,RWANDA RUSIZI KAMEMBE CYANGUGU GATOVU,CYANGUGUGATOVU,RUSIZIKAMEMBE,7.0/2005.0
110,PES_RPJ138013138,MARTHA,nan,LISA,MARTHA  LISA,EAST,NGOMA,KAREMBO,AKAZIBA,NYAGASOZI,6.0,1975.0,47.0,MARTHA UMULISA,3.0,LIVE IN A POLYGAMOUS UNION,5.0,F,nan,-1.8295990519999998,30.14581893,RWANDA NGOMA KAREMBO AKAZIBA NYAGASOZI,AKAZIBANYAGASOZI,NGOMAKAREMBO,6.0/1975.0
110,PES_RQV384562745,JACKY,nan,KAYIRANGA,JACKY  KAYIRANGA,EAST,NGOMA,KAREMBO,AKAZIBA,NYAGASOZI,8.0,1982.0,34.0,MARTHA UMULISA,1.0,MARRIED TO ONE WIFE/HUSBAND OFFICIALLY,8.0,F,nan,-1.8295990519999998,30.14581893,RWANDA NGOMA KAREMBO AKAZIBA NYAGASOZI,AKAZIBANYAGASOZI,NGOMAKAREMBO,8.0/1982.0
111,PES_RVD205716171,ISIDORE,nan,TUMUSIIME,ISIDORE  TUMUSIIME,NORTH,GICUMBI,RUTARE,MUNANIRA,MATABA,nan,1922.0,100.0,ISIDORE TUMUSIIME,3.0,LIVE IN A POLYGAMOUS UNION,7.0,M,3258379988.0,-1.7251935530000002,30.17073149,RWANDA GICUMBI RUTARE MUNANIRA MATABA,MUNANIRAMATABA,GICUMBIRUTARE,nan/1922.0
111,PES_RXS414564601,GASORE,nan,HAKIZIMANA,GASORE  HAKIZIMANA,NORTH,GICUMBI,RUTARE,MUNANIRA,MATABA,nan,1979.0,43.0,ISIDORE TUMUSIIME,nan,nan,12.0,M,3258379988.0,-1.7251935530000002,30.17073149,RWANDA GICUMBI RUTARE MUNANIRA MATABA,MUNANIRAMATABA,GICUMBIRUTARE,nan/1979.0
111,PES_RZ7476270582,NDEKEZI,nan,DUSABE,NDEKEZI  DUSABE,NORTH,GICUMBI,RUTARE,MUNANIRA,MATABA,3.0,nan,24.0,ISIDORE TUMUSIIME,3.0,LIVE IN A POLYGAMOUS UNION,11.0,M,3258379988.0,-1.7251935530000002,30.17073149,RWANDA GICUMBI RUTARE MUNANIRA MATABA,MUNANIRAMATABA,GICUMBIRUTARE,3.0/nan
111,PES_RZU020531600,JEANNETTE,MUTEGARABA,MUGABO,JEANNETTE MUTEGARABA MUGABO,NORTH,GICUMBI,RUTARE,MUNANIRA,MATABA,6.0,1953.0,69.0,ISIDORE TUMUSIIME,7.0,WIDOWED,3.0,F,3258379988.0,-1.7251935530000002,30.17073149,RWANDA GICUMBI RUTARE MUNANIRA MATABA,MUNANIRAMATABA,GICUMBIRUTARE,6.0/1953.0
111,PES_S1H788498835,FABRICE,nan,NZEYIMANA,FABRICE  NZEYIMANA,NORTH,GICUMBI,RUTARE,MUNANIRA,MATABA,9.0,nan,26.0,ISIDORE TUMUSIIME,7.0,WIDOWED,12.0,M,3258379988.0,-1.7251935530000002,30.17073149,RWANDA GICUMBI RUTARE MUNANIRA MATABA,MUNANIRAMATABA,GICUMBIRUTARE,9.0/nan
112,PES_S51534359000,DIVINE,nan,NSENGIMANA,DIVINE  NSENGIMANA,KIGALI,KICUKIRO,MASAKA,MBABE,SANGANO,12.0,2008.0,14.0,CARENE INGABIRE,6.0,NEVER MARRIED,nan,F,1138138606.0,-1.942576815,30.13638262,RWANDA KICUKIRO MASAKA MBABE SANGANO,MBABESANGANO,KICUKIROMASAKA,12.0/2008.0
112,PES_S5C306560715,AMIR,nan,KALISA,AMIR  KALISA,KIGALI,KICUKIRO,MASAKA,MBABE,SANGANO,nan,nan,91.0,CARENE INGABIRE,4.0,DIVORCED,1.0,M,1138138606.0,-1.942576815,30.13638262,RWANDA KICUKIRO MASAKA MBABE SANGANO,MBABESANGANO,KICUKIROMASAKA,nan/nan
112,PES_S5D785119961,CARENE,nan,INGABIRE,CARENE  INGABIRE,KIGALI,KICUKIRO,MASAKA,MBABE,SANGANO,7.0,1921.0,104.0,CARENE INGABIRE,4.0,DIVORCED,7.0,F,1138138606.0,-1.942576815,30.13638262,RWANDA KICUKIRO MASAKA MBABE SANGANO,MBABESANGANO,KICUKIROMASAKA,7.0/1921.0
112,PES_S9T271791358,MUGWANEZA,nan,SOLANGE,MUGWANEZA  SOLANGE,KIGALI,KICUKIRO,MASAKA,MBABE,SANGANO,4.0,1976.0,46.0,CARENE INGABIRE,5.0,SEPARATED,12.0,F,1138138606.0,-1.942576815,30.13638262,RWANDA KICUKIRO MASAKA MBABE SANGANO,MBABESANGANO,KICUKIROMASAKA,4.0/1976.0
112,PES_SAF571165902,NSHIMIYE,nan,NHYGIJIMANA,NSHIMIYE  NHYGIJIMANA,KIGALI,KICUKIRO,MASAKA,MBABE,SANGANO,5.0,1979.0,87.0,CARENE INGABIRE,nan,nan,5.0,M,1138138606.0,-1.942576815,30.13638262,RWANDA KICUKIRO MASAKA MBABE SANGANO,MBABESANGANO,KICUKIROMASAKA,5.0/1979.0
113,PES_SAJ796567356,nan,ROGER,DEO, ROGER DEO,EAST,NYAGATARE,MIMURI,BIBARE,URUTAMBI,6.0,2005.0,17.0,SONIA UWIMANA,6.0,NEVER MARRIED,2.0,nan,4338092938.0,-1.448469368,30.24763267,RWANDA NYAGATARE MIMURI BIBARE URUTAMBI,BIBAREURUTAMBI,NYAGATAREMIMURI,6.0/2005.0
113,PES_SBX136680356,MATABARO,nan,NIYIGENA,MATABARO  NIYIGENA,EAST,NYAGATARE,MIMURI,BIBARE,URUTAMBI,nan,1951.0,71.0,SONIA UWIMANA,3.0,LIVE IN A POLYGAMOUS UNION,4.0,F,4338092938.0,-1.448469368,30.24763267,RWANDA NYAGATARE MIMURI BIBARE URUTAMBI,BIBAREURUTAMBI,NYAGATAREMIMURI,nan/1951.0
113,PES_SKT543282508,SONIA,nan,UWIMANA,SONIA  UWIMANA,EAST,NYAGATARE,MIMURI,BIBARE,URUTAMBI,nan,1940.0,82.0,SONIA UWIMANA,nan,nan,1.0,F,4338092938.0,-1.448469368,30.24763267,RWANDA NYAGATARE MIMURI BIBARE URUTAMBI,BIBAREURUTAMBI,NYAGATAREMIMURI,nan/1940.0
113,PES_SM9861949398,FULGENCE,nan,KANEZA,FULGENCE  KANEZA,EAST,NYAGATARE,MIMURI,BIBARE,URUTAMBI,nan,1968.0,54.0,SONIA UWIMANA,2.0,MARRIED TO ONE WIFE/HUSBAND NOT OFFICIALLY,nan,M,4338092938.0,-1.448469368,30.24763267,RWANDA NYAGATARE MIMURI BIBARE URUTAMBI,BIBAREURUTAMBI,NYAGATAREMIMURI,nan/1968.0
114,PES_SMQ659172632,HATEGEKIMANA,BEAUFIL,NIYONSENGA,HATEGEKIMANA BEAUFIL NIYONSENGA,WEST,RUTSIRO,MUSHUBATI,MAGERAGERE,NYARUSANGE,1.0,2000.0,22.0,ADEODATUS UMUHOZA,1.0,MARRIED TO ONE WIFE/HUSBAND OFFICIALLY,4.0,M,6989973938.0,-2.015753778,29.39758255,RWANDA RUTSIRO MUSHUBATI MAGERAGERE NYARUSANGE,MAGERAGERENYARUSANGE,RUTSIROMUSHUBATI,1.0/2000.0
114,PES_SOV385123176,NZIMANA,nan,CLARISSE,NZIMANA  CLARISSE,WEST,RUTSIRO,MUSHUBATI,MAGERAGERE,NYARUSANGE,10.0,1986.0,36.0,ADEODATUS UMUHOZA,7.0,WIDOWED,11.0,M,6989973938.0,-2.015753778,29.39758255,RWANDA RUTSIRO MUSHUBATI MAGERAGERE NYARUSANGE,MAGERAGERENYARUSANGE,RUTSIROMUSHUBATI,10.0/1986.0
114,PES_SXE836351258,ADEODATUS,nan,UMUHOZA,ADEODATUS  UMUHOZA,WEST,RUTSIRO,MUSHUBATI,MAGERAGERE,NYARUSANGE,6.0,1944.0,78.0,ADEODATUS UMUHOZA,2.0,MARRIED TO ONE WIFE/HUSBAND NOT OFFICIALLY,6.0,M,6989973938.0,-2.015753778,29.39758255,RWANDA RUTSIRO MUSHUBATI MAGERAGERE NYARUSANGE,MAGERAGERENYARUSANGE,RUTSIROMUSHUBATI,6.0/1944.0
114,PES_T15039566502,FLORIEN,nan,MUGABE,FLORIEN  MUGABE,WEST,RUTSIRO,MUSHUBATI,MAGERAGERE,NYARUSANGE,8.0,2010.0,77.0,ADEODATUS UMUHOZA,5.0,SEPARATED,10.0,M,6989973938.0,-2.015753778,29.39758255,RWANDA RUTSIRO MUSHUBATI MAGERAGERE NYARUSANGE,MAGERAGERENYARUSANGE,RUTSIROMUSHUBATI,8.0/2010.0
115,PES_T2S139834578,INOCEN,nan,TWAHIRWA,INOCEN  TWAHIRWA,KIGALI,NYARUGENGE,KANYINYA,TABA,NGENDO,11.0,1983.0,40.0,INNOCENT TWAHIRWA,1.0,MARRIED TO ONE WIFE/HUSBAND OFFICIALLY,7.0,M,7279448357.0,-1.9349959630000002,30.0156425,RWANDA NYARUGENGE KANYINYA TABA NGENDO,TABANGENDO,NYARUGENGEKANYINYA,11.0/1983.0
115,PES_T8A117098010,KARENZI,nan,nan,KARENZI  ,KIGALI,NYARUGENGE,KANYINYA,TABA,NGENDO,nan,2001.0,22.0,INNOCENT TWAHIRWA,2.0,MARRIED TO ONE WIFE/HUSBAND NOT OFFICIALLY,1.0,M,7279448357.0,-1.9349959630000002,30.0156425,RWANDA NYARUGENGE KANYINYA TABA NGENDO,TABANGENDO,NYARUGENGEKANYINYA,nan/2001.0
115,PES_TAG286724411,MBONEKO,nan,UWIZEYE,MBONEKO  UWIZEYE,KIGALI,NYARUGENGE,KANYINYA,TABA,NGENDO,nan,2006.0,16.0,INNOCENT TWAHIRWA,6.0,NEVER MARRIED,13.0,M,7279448357.0,-1.9349959630000002,30.0156425,RWANDA NYARUGENGE KANYINYA TABA NGENDO,TABANGENDO,NYARUGENGEKANYINYA,nan/2006.0
116,PES_TAW443852821,RAYMOND,nan,BERTIN,RAYMOND  BERTIN,SOUTH,NYANZA,KIBILIZI,RWOTSO,SARUHEMBE,1.0,nan,49.0,PRUDENCE STRATON,2.0,MARRIED TO ONE WIFE/HUSBAND NOT OFFICIALLY,11.0,M,nan,-2.386480395,29.88868119,RWANDA NYANZA KIBILIZI RWOTSO SARUHEMBE,RWOTSOSARUHEMBE,NYANZAKIBILIZI,1.0/nan
116,PES_TBC653440977,ALEXANDRE,nan,GANZA,ALEXANDRE  GANZA,SOUTH,NYANZA,KIBILIZI,RWOTSO,SARUHEMBE,nan,1981.0,41.0,PRUDENCE STRATON,4.0,DIVORCED,11.0,M,nan,-2.386480395,29.88868119,RWANDA NYANZA KIBILIZI RWOTSO SARUHEMBE,RWOTSOSARUHEMBE,NYANZAKIBILIZI,nan/1981.0
116,PES_TFV491302795,PRUDENCE,nan,STRATON,PRUDENCE  STRATON,SOUTH,NYANZA,KIBILIZI,RWOTSO,SARUHEMBE,nan,1967.0,56.0,PRUDENCE STRATON,1.0,MARRIED TO ONE WIFE/HUSBAND OFFICIALLY,7.0,M,nan,-2.386480395,29.88868119,RWANDA NYANZA KIBILIZI RWOTSO SARUHEMBE,RWOTSOSARUHEMBE,NYANZAKIBILIZI,nan/1967.0
117,PES_THL452038804,NTIBAZRIKANA-MISAGO,nan,RUTAYISIRE,NTIBAZRIKANA-MISAGO  RUTAYISIRE,EAST,NYAGATARE,MIMURI,BIBARE,URUTAMBI,11.0,2020.0,25.0,MUGABO KAYIRANGA,2.0,MARRIED TO ONE WIFE/HUSBAND NOT OFFICIALLY,2.0,M,4331867615.0,-1.447353925,30.25254648,RWANDA NYAGATARE MIMURI BIBARE URUTAMBI,BIBAREURUTAMBI,NYAGATAREMIMURI,11.0/2020.0
117,PES_TJX393272988,FAUSTINO,nan,NAHIMANA,FAUSTINO  NAHIMANA,EAST,NYAGATARE,MIMURI,BIBARE,URUTAMBI,3.0,1974.0,55.0,MUGABO KAYIRANGA,6.0,NEVER MARRIED,3.0,M,4331867615.0,-1.447353925,30.25254648,RWANDA NYAGATARE MIMURI BIBARE URUTAMBI,BIBAREURUTAMBI,NYAGATAREMIMURI,3.0/1974.0
117,PES_TKK707668306,MUGABO,nan,KAYIRANGA,MUGABO  KAYIRANGA,EAST,NYAGATARE,MIMURI,BIBARE,URUTAMBI,8.0,1921.0,101.0,MUGABO KAYIRANGA,7.0,WIDOWED,12.0,M,4331867615.0,-1.447353925,30.25254648,RWANDA NYAGATARE MIMURI BIBARE URUTAMBI,BIBAREURUTAMBI,NYAGATAREMIMURI,8.0/1921.0
117,PES_TKM817842398,PIERR,DANIS,MOSES,PIERR DANIS MOSES,EAST,NYAGATARE,MIMURI,BIBARE,URUTAMBI,12.0,2007.0,57.0,MUGABO KAYIRANGA,2.0,MARRIED TO ONE WIFE/HUSBAND NOT OFFICIALLY,nan,M,4331867615.0,-1.447353925,30.25254648,RWANDA NYAGATARE MIMURI BIBARE URUTAMBI,BIBAREURUTAMBI,NYAGATAREMIMURI,12.0/2007.0
117,PES_TPR582499973,CARINE,nan,MUHOZA,CARINE  MUHOZA,EAST,NYAGATARE,MIMURI,BIBARE,URUTAMBI,nan,nan,64.0,MUGABO KAYIRANGA,nan,nan,12.0,F,4331867615.0,-1.447353925,30.25254648,RWANDA NYAGATARE MIMURI BIBARE URUTAMBI,BIBAREURUTAMBI,NYAGATAREMIMURI,nan/nan
119,PES_TWB196085904,ILDEPHONSE,nan,nan,ILDEPHONSE  ,EAST,KIREHE,KIREHE,RWESERO,BENGAZI,1.0,1973.0,49.0,JEAN PAUL KAGABO,3.0,LIVE IN A POLYGAMOUS UNION,7.0,M,6045461494.0,-1.789730378,30.17994989,RWANDA KIREHE KIREHE RWESERO BENGAZI,RWESEROBENGAZI,KIREHEKIREHE,1.0/1973.0
119,PES_TXL156862997,RUZIGANA,BENIT,NZEYIMANA,RUZIGANA BENIT NZEYIMANA,EAST,KIREHE,KIREHE,RWESERO,BENGAZI,nan,1975.0,47.0,JEAN PAUL KAGABO,1.0,MARRIED TO ONE WIFE/HUSBAND OFFICIALLY,1.0,M,6045461494.0,-1.789730378,30.17994989,RWANDA KIREHE KIREHE RWESERO BENGAZI,RWESEROBENGAZI,KIREHEKIREHE,nan/1975.0
119,PES_TYK263048021,nan,nan,MUSONI,  MUSONI,EAST,KIREHE,KIREHE,RWESERO,BENGAZI,7.0,1990.0,32.0,JEAN PAUL KAGABO,6.0,NEVER MARRIED,7.0,F,6045461494.0,-1.789730378,30.17994989,RWANDA KIREHE KIREHE RWESERO BENGAZI,RWESEROBENGAZI,KIREHEKIREHE,7.0/1990.0
119,PES_U1J324495274,JEAN,PAUL,KAGABO,JEAN PAUL KAGABO,EAST,KIREHE,KIREHE,RWESERO,BENGAZI,6.0,1968.0,54.0,JEAN PAUL KAGABO,nan,nan,nan,M,6045461494.0,-1.789730378,30.17994989,RWANDA KIREHE KIREHE RWESERO BENGAZI,RWESEROBENGAZI,KIREHEKIREHE,6.0/1968.0
120,PES_U3Y061785783,VALENS,nan,TETA,VALENS  TETA,WEST,RUTSIRO,BONEZA,BUSHAKA,GASEKE,8.0,1958.0,64.0,UWIMBABAZI UWIMANA,7.0,WIDOWED,5.0,M,3928375767.0,-1.7580792090000001,29.54691715,RWANDA RUTSIRO BONEZA BUSHAKA GASEKE,BUSHAKAGASEKE,RUTSIROBONEZA,8.0/1958.0
120,PES_U6N845881823,UWIMBABAZI,nan,UWIMANA,UWIMBABAZI  UWIMANA,WEST,RUTSIRO,BONEZA,BUSHAKA,GASEKE,3.0,1931.0,67.0,UWIMBABAZI UWIMANA,6.0,NEVER MARRIED,6.0,F,3928375767.0,-1.7580792090000001,29.54691715,RWANDA RUTSIRO BONEZA BUSHAKA GASEKE,BUSHAKAGASEKE,RUTSIROBONEZA,3.0/1931.0
121,PES_U8O137386746,ELIJAH,nan,SAIDIEA,ELIJAH  SAIDIEA,KIGALI,KICUKIRO,NYARUGUNGA,RWIMBOGO,NYANDUNGU,9.0,nan,20.0,ELIJAH SAIDI,5.0,SEPARATED,4.0,M,6047102411.0,-1.956612912,30.14290231,RWANDA KICUKIRO NYARUGUNGA RWIMBOGO NYANDUNGU,RWIMBOGONYANDUNGU,KICUKIRONYARUGUNGA,9.0/nan
121,PES_UBS444160981,MUKOBWAJANA,nan,EMANUEL,MUKOBWAJANA  EMANUEL,KIGALI,KICUKIRO,NYARUGUNGA,RWIMBOGO,NYANDUNGU,7.0,2002.0,19.0,ELIJAH SAIDI,4.0,DIVORCED,7.0,F,6047102410.0,-1.956612912,30.14290231,RWANDA KICUKIRO NYARUGUNGA RWIMBOGO NYANDUNGU,RWIMBOGONYANDUNGU,KICUKIRONYARUGUNGA,7.0/2002.0
122,PES_UK1724976801,KAGABO,nan,ROBERT,KAGABO  ROBERT,WEST,RUSIZI,MUGANZA,CYARUKARA,GISOZI,8.0,1951.0,38.0,MOISE TURAHIRWA EMMANUEL,1.0,MARRIED TO ONE WIFE/HUSBAND OFFICIALLY,4.0,M,6047102410.0,-2.67109144,29.85697748,RWANDA RUSIZI MUGANZA CYARUKARA GISOZI,CYARUKARAGISOZI,RUSIZIMUGANZA,8.0/1951.0
122,PES_UK8776234289,MOISE,TURAHIRWA,EMMANUEL,MOISE TURAHIRWA EMMANUEL,WEST,RUSIZI,MUGANZA,CYARUKARA,GISOZI,5.0,1938.0,91.0,MOISE TURAHIRWA EMMANUEL,1.0,MARRIED TO ONE WIFE/HUSBAND OFFICIALLY,9.0,M,9978902379.0,-2.67109144,29.85697748,RWANDA RUSIZI MUGANZA CYARUKARA GISOZI,CYARUKARAGISOZI,RUSIZIMUGANZA,5.0/1938.0
122,PES_UMI605636413,DOMINICK,nan,HODARI,DOMINICK  HODARI,WEST,RUSIZI,MUGANZA,CYARUKARA,GISOZI,nan,nan,58.0,MOISE TURAHIRWA EMMANUEL,3.0,LIVE IN A POLYGAMOUS UNION,9.0,M,9978902379.0,-2.67109144,29.85697748,RWANDA RUSIZI MUGANZA CYARUKARA GISOZI,CYARUKARAGISOZI,RUSIZIMUGANZA,nan/nan
123,PES_UOH194282598,FREDY,BOB,NIYONSENGA,FREDY BOB NIYONSENGA,SOUTH,NYANZA,MUKINGO,GATAGARA,NYAMUKO,12.0,2005.0,17.0,MULEKATETE KAMBANDA,6.0,NEVER MARRIED,nan,M,9534392387.0,-2.294820709,29.74560146,RWANDA NYANZA MUKINGO GATAGARA NYAMUKO,GATAGARANYAMUKO,NYANZAMUKINGO,12.0/2005.0
123,PES_UOY942153558,PROSPER,nan,MUKASA,PROSPER  MUKASA,SOUTH,NYANZA,MUKINGO,GATAGARA,NYAMUKO,12.0,1955.0,37.0,MULEKATETE KAMBANDA,5.0,SEPARATED,4.0,M,9534392387.0,-2.294820709,29.74560146,RWANDA NYANZA MUKINGO GATAGARA NYAMUKO,GATAGARANYAMUKO,NYANZAMUKINGO,12.0/1955.0
123,PES_UU4607919610,MULEKATETE,nan,KAMBANDA,MULEKATETE  KAMBANDA,SOUTH,NYANZA,MUKINGO,GATAGARA,NYAMUKO,nan,1949.0,74.0,MULEKATETE KAMBANDA,2.0,MARRIED TO ONE WIFE/HUSBAND NOT OFFICIALLY,7.0,F,9534392387.0,-2.294820709,29.74560146,RWANDA NYANZA MUKINGO GATAGARA NYAMUKO,GATAGARANYAMUKO,NYANZAMUKINGO,nan/1949.0
124,PES_UV7677325357,NADINE,nan,HITIMANA,NADINE  HITIMANA,SOUTH,RUHANGO,BYIMANA,MUHORORO,BUKOMERO,1.0,1936.0,86.0,NADINE HITIMANA,7.0,WIDOWED,12.0,F,1865430883.0,-2.152388111,29.75270626,RWANDA RUHANGO BYIMANA MUHORORO BUKOMERO,MUHOROROBUKOMERO,RUHANGOBYIMANA,1.0/1936.0
124,PES_UXI140124518,ALAIN,nan,UMUTESI,ALAIN  UMUTESI,SOUTH,RUHANGO,BYIMANA,MUHORORO,BUKOMERO,11.0,nan,20.0,NADINE HITIMANA,6.0,NEVER MARRIED,10.0,M,1865430883.0,-2.152388111,29.75270626,RWANDA RUHANGO BYIMANA MUHORORO BUKOMERO,MUHOROROBUKOMERO,RUHANGOBYIMANA,11.0/nan
125,PES_V4E363719696,PATIENT,nan,GATERA,PATIENT  GATERA,NORTH,BURERA,BUNGWE,BUNGWE,GAKERI,8.0,nan,80.0,PATIENT GATERA,4.0,DIVORCED,12.0,M,nan,-1.522754564,29.96224569,RWANDA BURERA BUNGWE BUNGWE GAKERI,BUNGWEGAKERI,BURERABUNGWE,8.0/nan
125,PES_V6Q210501692,RUSANGANWA,nan,BUTER,RUSANGANWA  BUTER,NORTH,BURERA,BUNGWE,BUNGWE,GAKERI,nan,nan,45.0,PATIENT GATERA,1.0,MARRIED TO ONE WIFE/HUSBAND OFFICIALLY,nan,M,nan,-1.522754564,29.96224569,RWANDA BURERA BUNGWE BUNGWE GAKERI,BUNGWEGAKERI,BURERABUNGWE,nan/nan
125,PES_VBX991688484,JACK,nan,NDAYAMBAJE,JACK  NDAYAMBAJE,NORTH,BURERA,BUNGWE,BUNGWE,GAKERI,8.0,2001.0,21.0,PATIENT GATERA,7.0,WIDOWED,12.0,F,nan,-1.522754564,29.96224569,RWANDA BURERA BUNGWE BUNGWE GAKERI,BUNGWEGAKERI,BURERABUNGWE,8.0/2001.0
126,PES_VDF830958173,FRANCK,nan,ERIC,FRANCK  ERIC,KIGALI,GASABO,NDERA,RUDASHYA,KACYINYAGA,12.0,nan,32.0,UWASE INGABIRE,7.0,WIDOWED,3.0,M,4547667091.0,-1.915431012,30.06971633,RWANDA GASABO NDERA RUDASHYA KACYINYAGA,RUDASHYAKACYINYAGA,GASABONDERA,12.0/nan
