hid_cen,puid_cen,forename_cen,middlenm_cen,last_name_cen,names_cen,province_cen,district_cen,sector_cen,cellule_cen,village_cen,month_cen,year_cen,age_cen,HoH_cen,marstat_cen,marstatdesc_cen,relationship_cen,sex_cen,telephone_cen,lat_cen,long_cen,full_loc_cen,EAid_cen,DSid_cen,dob_cen
104,CEN_QLY217262393,CEDRIC,nan,nan,CEDRIC  ,SOUTH,HUYE,KARAMA,KIBINGO,NKOTO,nan,1930.0,93,THEONEST NIYONSABA,3.0,LIVE IN A POLYGAMOUS UNION,11.0,nan,nan,-2.6432361330000003,29.75524448,RWANDA HUYE KARAMA KIBINGO NKOTO,KIBINGONKOTO,HUYEKARAMA,nan/1930.0
104,CEN_QME649042179,ANNE,nan,NDAYAMBAJE,ANNE  NDAYAMBAJE,SOUTH,HUYE,KARAMA,KIBINGO,NKOTO,3.0,1953.0,71,THEONEST NIYONSABA,1.0,MARRIED TO ONE WIFE/HUSBAND OFFICIALLY,nan,F,nan,-2.6432361330000003,29.75524448,RWANDA HUYE KARAMA KIBINGO NKOTO,KIBINGONKOTO,HUYEKARAMA,3.0/1953.0
104,CEN_QP0317195338,HAPPY,NTWARI,NIZEYIMANA,HAPPY NTWARI NIZEYIMANA,SOUTH,HUYE,KARAMA,KIBINGO,NKOTO,nan,1990.0,32,THEONEST NIYONSABA,7.0,WIDOWED,5.0,F,nan,-2.6432361330000003,29.75524448,RWANDA HUYE KARAMA KIBINGO NKOTO,KIBINGONKOTO,HUYEKARAMA,nan/1990.0
104,CEN_QQB029990143,THEONEST,nan,NIYONSABA,THEONEST  NIYONSABA,SOUTH,HUYE,KARAMA,KIBINGO,NKOTO,9.0,1927.0,95,THEONEST NIYONSABA,1.0,MARRIED TO ONE WIFE/HUSBAND OFFICIALLY,9.0,M,nan,-2.6432361330000003,29.75524448,RWANDA HUYE KARAMA KIBINGO NKOTO,KIBINGONKOTO,HUYEKARAMA,9.0/1927.0
104,CEN_QRU111374423,ALPHA,nan,ISHIMWE,ALPHA  ISHIMWE,SOUTH,HUYE,KARAMA,KIBINGO,NKOTO,1.0,2021.0,1,THEONEST NIYONSABA,6.0,NEVER MARRIED,13.0,M,nan,-2.6432361330000003,29.75524448,RWANDA HUYE KARAMA KIBINGO NKOTO,KIBINGONKOTO,HUYEKARAMA,1.0/2021.0
105,CEN_QTW200819721,JER,nan,GERVAIS,JER  GERVAIS,WEST,NGORORERO,NYANGE,GASEKE,DUTWE,11.0,1984.0,38,RUKAKA JONAS ALICE,5.0,SEPARATED,4.0,M,8988993267.0,-2.052755305,29.60015299,RWANDA NGORORERO NYANGE GASEKE DUTWE,GASEKEDUTWE,NGORORERONYANGE,11.0/1984.0
105,CEN_R4X025652010,RUKAKA,JOS,ALICE,RUKAKA JOS ALICE,WEST,NGORORERO,NYANGE,GASEKE,DUTWE,nan,1959.0,63,RUKAKA JONAS ALICE,7.0,WIDOWED,7.0,M,8988993267.0,-2.052755305,29.60015299,RWANDA NGORORERO NYANGE GASEKE DUTWE,GASEKEDUTWE,NGORORERONYANGE,nan/1959.0
106,CEN_R8D029224263,BALYEJJUSA,nan,SANO,BALYEJJUSA  SANO,NORTH,BURERA,BUNGWE,BUNGWE,GAKERI,4.0,nan,13,BALYEJJUSA SANO,6.0,NEVER MARRIED,10.0,F,nan,-1.522754564,29.96224569,RWANDA BURERA BUNGWE BUNGWE GAKERI,BUNGWEGAKERI,BURERABUNGWE,4.0/nan
108,CEN_RA9972698494,FILONNE,nan,CELESTIN,FILONNE  CELESTIN,EAST,BUGESERA,MAREBA,RANGO,MATINZA,nan,nan,46,AMZA DONAT,2.0,MARRIED TO ONE WIFE/HUSBAND NOT OFFICIALLY,6.0,F,1417713511.0,-2.0982583790000002,30.11938735,RWANDA BUGESERA MAREBA RANGO MATINZA,RANGOMATINZA,BUGESERAMAREBA,nan/nan
108,CEN_RC6288027780,BALTHAZAR,nan,SABITI,BALTHAZAR  SABITI,EAST,BUGESERA,MAREBA,RANGO,MATINZA,nan,1965.0,57,AMZA DONAT,3.0,LIVE IN A POLYGAMOUS UNION,9.0,M,1417713511.0,-2.0982583790000002,30.11938735,RWANDA BUGESERA MAREBA RANGO MATINZA,RANGOMATINZA,BUGESERAMAREBA,nan/1965.0
108,CEN_RCH092616282,NENE,nan,MUGENI,NENE  MUGENI,EAST,BUGESERA,MAREBA,RANGO,MATINZA,8.0,1949.0,73,AMZA DONAT,6.0,NEVER MARRIED,12.0,M,1417713511.0,-2.0982583790000002,30.11938735,RWANDA BUGESERA MAREBA RANGO MATINZA,RANGOMATINZA,BUGESERAMAREBA,8.0/1949.0
108,CEN_RF4384861115,AMZA,nan,DONAT,AMZA  DONAT,EAST,BUGESERA,MAREBA,RANGO,MATINZA,11.0,1929.0,93,AMZA DONAT,2.0,MARRIED TO ONE WIFE/HUSBAND NOT OFFICIALLY,2.0,M,1417713511.0,-2.0982583790000002,30.11938735,RWANDA BUGESERA MAREBA RANGO MATINZA,RANGOMATINZA,BUGESERAMAREBA,11.0/1929.0
109,CEN_RG9658314052,AMON,nan,nan,AMON  ,WEST,RUSIZI,KAMEMBE,CYANGUGU,GATOVU,8.0,1983.0,39,PAUL BYIRINGIRO,6.0,NEVER MARRIED,nan,M,9425637256.0,-2.873027392,29.75615698,RWANDA RUSIZI KAMEMBE CYANGUGU GATOVU,CYANGUGUGATOVU,RUSIZIKAMEMBE,8.0/1983.0
109,CEN_RGJ840811576,ALINE,nan,NIYIBIZI,ALINE  NIYIBIZI,WEST,RUSIZI,KAMEMBE,CYANGUGU,GATOVU,nan,nan,46,PAUL BYIRINGIRO,3.0,LIVE IN A POLYGAMOUS UNION,6.0,F,9425637256.0,-2.873027392,29.75615698,RWANDA RUSIZI KAMEMBE CYANGUGU GATOVU,CYANGUGUGATOVU,RUSIZIKAMEMBE,nan/nan
109,CEN_RJZ849988118,ERNEST,nan,JEROME,ERNEST  JEROME,WEST,RUSIZI,KAMEMBE,CYANGUGU,GATOVU,nan,2009.0,13,PAUL BYIRINGIRO,6.0,NEVER MARRIED,3.0,M,9425637256.0,-2.873027392,29.75615698,RWANDA RUSIZI KAMEMBE CYANGUGU GATOVU,CYANGUGUGATOVU,RUSIZIKAMEMBE,nan/2009.0
109,CEN_RMD520503742,PAUL,nan,nan,PAUL  ,WEST,RUSIZI,KAMEMBE,CYANGUGU,GATOVU,nan,nan,56,PAUL BYIRINGIRO,1.0,MARRIED TO ONE WIFE/HUSBAND OFFICIALLY,6.0,M,9425637256.0,-2.873027392,29.75615698,RWANDA RUSIZI KAMEMBE CYANGUGU GATOVU,CYANGUGUGATOVU,RUSIZIKAMEMBE,nan/nan
109,CEN_RND913949932,KELVIN,nan,NGABONZIZA,KELVIN  NGABONZIZA,WEST,RUSIZI,KAMEMBE,CYANGUGU,GATOVU,9.0,2005.0,17,PAUL BYIRINGIRO,nan,nan,1.0,M,9425637256.0,-2.873027392,29.75615698,RWANDA RUSIZI KAMEMBE CYANGUGU GATOVU,CYANGUGUGATOVU,RUSIZIKAMEMBE,9.0/2005.0
110,CEN_RPJ138013138,nan,nan,UMULISA,  UMULISA,NORTH,NGOMA,KAREMBO,AKAZIBA,NYAGASOZI,1.0,1975.0,49,MARTHA UMULISA,3.0,LIVE IN A POLYGAMOUS UNION,5.0,F,8772772207.0,-1.8295990519999998,30.14581893,RWANDA NGOMA KAREMBO AKAZIBA NYAGASOZI,AKAZIBANYAGASOZI,NGOMAKAREMBO,1.0/1975.0
110,CEN_RQV384562745,JACKY,nan,KAYIRANGA,JACKY  KAYIRANGA,EAST,NGOMA,KAREMBO,AKAZIBA,NYAGASOZI,nan,nan,34,MARTHA UMULISA,1.0,MARRIED TO ONE WIFE/HUSBAND OFFICIALLY,8.0,F,8772772207.0,-1.8295990519999998,30.14581893,RWANDA NGOMA KAREMBO AKAZIBA NYAGASOZI,AKAZIBANYAGASOZI,NGOMAKAREMBO,nan/nan
111,CEN_RVD205716171,ISIDORE,nan,TUMUSIIME,ISIDORE  TUMUSIIME,NORTH,GICUMBI,RUTARE,MUNANIRA,MATABA,11.0,1922.0,100,ISIDORE TUMUSIIME,3.0,LIVE IN A POLYGAMOUS UNION,7.0,M,3258379988.0,-1.7251935530000002,30.17073149,RWANDA GICUMBI RUTARE MUNANIRA MATABA,MUNANIRAMATABA,GICUMBIRUTARE,11.0/1922.0
111,CEN_RXS414564601,GASORE,nan,HAKIZIMANA,GASORE  HAKIZIMANA,NORTH,GICUMBI,RUTARE,MUNANIRA,MATABA,5.0,1979.0,43,ISIDORE TUMUSIIME,7.0,WIDOWED,12.0,M,3258379988.0,-1.7251935530000002,30.17073149,RWANDA GICUMBI RUTARE MUNANIRA MATABA,MUNANIRAMATABA,GICUMBIRUTARE,5.0/1979.0
111,CEN_RZ7476270582,NDEKEZI,nan,DUSABE,NDEKEZI  DUSABE,EAST,GATSIBO,REMERA,KIGABIRO,RYARUTSINZI,11.0,1999.0,23,ISIDORE TUMUSIIME,3.0,LIVE IN A POLYGAMOUS UNION,nan,M,3258379988.0,-1.699536815,30.31104425,RWANDA GATSIBO REMERA KIGABIRO RYARUTSINZI,KIGABIRORYARUTSINZI,GATSIBOREMERA,11.0/1999.0
111,CEN_RZU020531600,nan,MUTEGARABA,MUGABO, MUTEGARABA MUGABO,NORTH,GICUMBI,RUTARE,MUNANIRA,MATABA,10.0,1953.0,69,ISIDORE TUMUSIIME,7.0,WIDOWED,nan,F,3258379988.0,-1.7251935530000002,30.17073149,RWANDA GICUMBI RUTARE MUNANIRA MATABA,MUNANIRAMATABA,GICUMBIRUTARE,10.0/1953.0
111,CEN_S1H788498835,FABRICE,nan,NZEYIMANA,FABRICE  NZEYIMANA,NORTH,GICUMBI,RUTARE,MUNANIRA,MATABA,10.0,1998.0,24,ISIDORE TUMUSIIME,nan,nan,12.0,M,3258379988.0,-1.7251935530000002,30.17073149,RWANDA GICUMBI RUTARE MUNANIRA MATABA,MUNANIRAMATABA,GICUMBIRUTARE,10.0/1998.0
112,CEN_S51534359000,DIVINE,nan,NSENGIMANA,DIVINE  NSENGIMANA,KIGALI,KICUKIRO,MASAKA,MBABE,SANGANO,12.0,2008.0,14,CARENE INGABIRE,6.0,NEVER MARRIED,7.0,F,nan,-1.946233242,30.13273482,RWANDA KICUKIRO MASAKA MBABE SANGANO,MBABESANGANO,KICUKIROMASAKA,12.0/2008.0
112,CEN_S5C306560715,AMIR,nan,KALISA,AMIR  KALISA,KIGALI,KICUKIRO,MASAKA,MBABE,SANGANO,2.0,1931.0,91,CARENE INGABIRE,4.0,DIVORCED,1.0,M,nan,-1.946233242,30.13273482,RWANDA KICUKIRO MASAKA MBABE SANGANO,MBABESANGANO,KICUKIROMASAKA,2.0/1931.0
112,CEN_S5D785119961,CARENE,nan,INGABIRE,CARENE  INGABIRE,KIGALI,KICUKIRO,MASAKA,MBABE,SANGANO,4.0,1921.0,101,CARENE INGABIRE,4.0,DIVORCED,7.0,F,nan,-1.946233242,30.13273482,RWANDA KICUKIRO MASAKA MBABE SANGANO,MBABESANGANO,KICUKIROMASAKA,4.0/1921.0
112,CEN_S9T271791358,MUGWANEZA,nan,SOLANGE,MUGWANEZA  SOLANGE,KIGALI,KICUKIRO,MASAKA,MBABE,SANGANO,nan,1976.0,46,CARENE INGABIRE,5.0,SEPARATED,12.0,F,nan,-1.946233242,30.13273482,RWANDA KICUKIRO MASAKA MBABE SANGANO,MBABESANGANO,KICUKIROMASAKA,nan/1976.0
112,CEN_SAF571165902,NSHIMIYE,nan,NDAGIJIMANA,NSHIMIYE  NDAGIJIMANA,KIGALI,KICUKIRO,MASAKA,MBABE,SANGANO,9.0,nan,87,CARENE INGABIRE,2.0,MARRIED TO ONE WIFE/HUSBAND NOT OFFICIALLY,5.0,F,nan,-1.946233242,30.13273482,RWANDA KICUKIRO MASAKA MBABE SANGANO,MBABESANGANO,KICUKIROMASAKA,9.0/nan
113,CEN_SAJ796567356,MBABAZI,ROGER,DEO,MBABAZI ROGER DEO,EAST,NYAGATARE,MIMURI,BIBARE,URUTAMBI,6.0,nan,17,SONIA UWIMANA,6.0,NEVER MARRIED,2.0,M,4328092938.0,-1.448469368,30.24763267,RWANDA NYAGATARE MIMURI BIBARE URUTAMBI,BIBAREURUTAMBI,NYAGATAREMIMURI,6.0/nan
113,CEN_SBX136680356,MATABARO,nan,NIYIGENA,MATABARO  NIYIGENA,EAST,NYAGATARE,MIMURI,BIBARE,URUTAMBI,7.0,1951.0,71,SONIA UWIMANA,3.0,LIVE IN A POLYGAMOUS UNION,4.0,M,4328092938.0,-1.448469368,30.24763267,RWANDA NYAGATARE MIMURI BIBARE URUTAMBI,BIBAREURUTAMBI,NYAGATAREMIMURI,7.0/1951.0
113,CEN_SKT543282508,SONIA,nan,UWIMANA,SONIA  UWIMANA,EAST,NYAGATARE,MIMURI,BIBARE,URUTAMBI,9.0,1940.0,82,SONIA UWIMANA,nan,nan,1.0,F,4328092938.0,-1.448469368,30.24763267,RWANDA NYAGATARE MIMURI BIBARE URUTAMBI,BIBAREURUTAMBI,NYAGATAREMIMURI,9.0/1940.0
113,CEN_SM9861949398,FULGENCE,nan,KANEZA,FULGENCE  KANEZA,EAST,NYAGATARE,MIMURI,BIBARE,URUTAMBI,3.0,1968.0,56,SONIA UWIMANA,2.0,MARRIED TO ONE WIFE/HUSBAND NOT OFFICIALLY,4.0,M,4328092938.0,-1.448469368,30.24763267,RWANDA NYAGATARE MIMURI BIBARE URUTAMBI,BIBAREURUTAMBI,NYAGATAREMIMURI,3.0/1968.0
114,CEN_SMQ659172632,HATEGEKIMANA,BEAUFIL,NIYONSENGA,HATEGEKIMANA BEAUFIL NIYONSENGA,WEST,RUTSIRO,MUSHUBATI,MAGERAGERE,NYARUSANGE,12.0,1928.0,22,ADEODATUS UMUHOZA,2.0,MARRIED TO ONE WIFE/HUSBAND NOT OFFICIALLY,4.0,M,nan,-2.015753778,29.39758255,RWANDA RUTSIRO MUSHUBATI MAGERAGERE NYARUSANGE,MAGERAGERENYARUSANGE,RUTSIROMUSHUBATI,12.0/1928.0
114,CEN_SOV385123176,NZIMANA,nan,CLARISSE,NZIMANA  CLARISSE,WEST,RUTSIRO,MUSHUBATI,MAGERAGERE,NYARUSANGE,4.0,nan,36,ADEODATUS UMUHOZA,7.0,WIDOWED,11.0,M,nan,-2.015753778,29.39758255,RWANDA RUTSIRO MUSHUBATI MAGERAGERE NYARUSANGE,MAGERAGERENYARUSANGE,RUTSIROMUSHUBATI,4.0/nan
114,CEN_SXE836351258,nan,nan,UMUHOZA,  UMUHOZA,WEST,RUTSIRO,MUSHUBATI,MAGERAGERE,NYARUSANGE,6.0,nan,78,ADEODATUS UMUHOZA,2.0,MARRIED TO ONE WIFE/HUSBAND NOT OFFICIALLY,6.0,M,nan,-2.015753778,29.39758255,RWANDA RUTSIRO MUSHUBATI MAGERAGERE NYARUSANGE,MAGERAGERENYARUSANGE,RUTSIROMUSHUBATI,6.0/nan
114,CEN_T15039566502,FLORIEN,nan,MUGABE,FLORIEN  MUGABE,WEST,RUTSIRO,MUSHUBATI,MAGERAGERE,NYARUSANGE,11.0,2004.0,77,ADEODATUS UMUHOZA,5.0,SEPARATED,10.0,M,nan,-2.015753778,29.39758255,RWANDA RUTSIRO MUSHUBATI MAGERAGERE NYARUSANGE,MAGERAGERENYARUSANGE,RUTSIROMUSHUBATI,11.0/2004.0
115,CEN_T2S139834578,INNOCENT,nan,TWAHIRWA,INNOCENT  TWAHIRWA,KIGALI,NYARUGENGE,KANYINYA,TABA,NGENDO,nan,1983.0,39,INNOCENT TWAHIRWA,1.0,MARRIED TO ONE WIFE/HUSBAND OFFICIALLY,7.0,M,nan,-1.9349959630000002,30.0156425,RWANDA NYARUGENGE KANYINYA TABA NGENDO,TABANGENDO,NYARUGENGEKANYINYA,nan/1983.0
115,CEN_T8A117098010,KARENZI,nan,MUKESHIMANA,KARENZI  MUKESHIMANA,KIGALI,NYARUGENGE,KANYINYA,TABA,NGENDO,11.0,2001.0,21,INNOCENT TWAHIRWA,nan,nan,1.0,M,nan,-1.9349959630000002,30.0156425,RWANDA NYARUGENGE KANYINYA TABA NGENDO,TABANGENDO,NYARUGENGEKANYINYA,11.0/2001.0
115,CEN_TAG286724411,MBONEKO,nan,UWIZEYE,MBONEKO  UWIZEYE,KIGALI,NYARUGENGE,KANYINYA,TABA,NGENDO,nan,2006.0,16,INNOCENT TWAHIRWA,6.0,NEVER MARRIED,13.0,M,nan,-1.9349959630000002,30.0156425,RWANDA NYARUGENGE KANYINYA TABA NGENDO,TABANGENDO,NYARUGENGEKANYINYA,nan/2006.0
116,CEN_TAW443852821,RAYMOND,nan,BERTIN,RAYMOND  BERTIN,SOUTH,NYANZA,KIBILIZI,RWOTSO,SARUHEMBE,5.0,1973.0,49,PRUDENCE STRATON,2.0,MARRIED TO ONE WIFE/HUSBAND NOT OFFICIALLY,11.0,M,6996074114.0,-2.386480395,29.88868119,RWANDA NYANZA KIBILIZI RWOTSO SARUHEMBE,RWOTSOSARUHEMBE,NYANZAKIBILIZI,5.0/1973.0
116,CEN_TBC653440977,ALEXANDRE,nan,GANZA,ALEXANDRE  GANZA,SOUTH,NYANZA,KIBILIZI,RWOTSO,SARUHEMBE,12.0,1981.0,41,PRUDENCE STRATON,4.0,DIVORCED,11.0,M,6996074114.0,-2.386480395,29.88868119,RWANDA NYANZA KIBILIZI RWOTSO SARUHEMBE,RWOTSOSARUHEMBE,NYANZAKIBILIZI,12.0/1981.0
116,CEN_TFV491302795,PRUDENCE,nan,STRATON,PRUDENCE  STRATON,SOUTH,NYANZA,KIBILIZI,RWOTSO,SARUHEMBE,1.0,1930.0,55,PRUDENCE STRATON,nan,nan,nan,M,6996074114.0,-2.386480395,29.88868119,RWANDA NYANZA KIBILIZI RWOTSO SARUHEMBE,RWOTSOSARUHEMBE,NYANZAKIBILIZI,1.0/1930.0
117,CEN_THL452038804,NTIBAZRIKANA-MISAGO,nan,RUTAYISIRE,NTIBAZRIKANA-MISAGO  RUTAYISIRE,EAST,NYAGATARE,MIMURI,BIBARE,URUTAMBI,nan,1998.0,24,MUGABO KAYIRANGA,2.0,MARRIED TO ONE WIFE/HUSBAND NOT OFFICIALLY,2.0,M,nan,-1.448469368,30.24763267,RWANDA NYAGATARE MIMURI BIBARE URUTAMBI,BIBAREURUTAMBI,NYAGATAREMIMURI,nan/1998.0
117,CEN_TJX393272988,FAUSTINO,nan,NAHIMANA,FAUSTINO  NAHIMANA,EAST,NYAGATARE,MIMURI,BIBARE,URUTAMBI,3.0,2018.0,55,MUGABO KAYIRANGA,6.0,NEVER MARRIED,3.0,nan,nan,-1.448469368,30.24763267,RWANDA NYAGATARE MIMURI BIBARE URUTAMBI,BIBAREURUTAMBI,NYAGATAREMIMURI,3.0/2018.0
117,CEN_TKK707668306,MUGABO,nan,KAYIRANGA,MUGABO  KAYIRANGA,EAST,NYAGATARE,MIMURI,BIBARE,URUTAMBI,4.0,1921.0,101,MUGABO KAYIRANGA,7.0,WIDOWED,12.0,M,nan,-1.448469368,30.24763267,RWANDA NYAGATARE MIMURI BIBARE URUTAMBI,BIBAREURUTAMBI,NYAGATAREMIMURI,4.0/1921.0
117,CEN_TKM817842398,PIERRE,DANIS,MOSES,PIERRE DANIS MOSES,EAST,NYAGATARE,MIMURI,BIBARE,URUTAMBI,12.0,1965.0,59,MUGABO KAYIRANGA,2.0,MARRIED TO ONE WIFE/HUSBAND NOT OFFICIALLY,7.0,M,nan,-1.448469368,30.24763267,RWANDA NYAGATARE MIMURI BIBARE URUTAMBI,BIBAREURUTAMBI,NYAGATAREMIMURI,12.0/1965.0
117,CEN_TPR582499973,CARINE,nan,MUHOZA,CARINE  MUHOZA,EAST,NYAGATARE,MIMURI,BIBARE,URUTAMBI,10.0,1958.0,64,MUGABO KAYIRANGA,7.0,WIDOWED,12.0,F,nan,-1.448469368,30.24763267,RWANDA NYAGATARE MIMURI BIBARE URUTAMBI,BIBAREURUTAMBI,NYAGATAREMIMURI,10.0/1958.0
118,CEN_TRG485221187,GASIMBA,nan,JEAN,GASIMBA  JEAN,KIGALI,GASABO,KIMIRONKO,BIBARE,UBWIZA,nan,1929.0,88,GASIMBA JEAN,4.0,DIVORCED,13.0,M,nan,-1.944217581,30.12697936,RWANDA GASABO KIMIRONKO BIBARE UBWIZA,BIBAREUBWIZA,GASABOKIMIRONKO,nan/1929.0
118,CEN_TS1999290266,CLAUDIEN,nan,NIYOA,CLAUDIEN  NIYOA,KIGALI,GASABO,KIMIRONKO,BIBARE,UBWIZA,nan,1986.0,4,GASIMBA JEAN,6.0,NEVER MARRIED,10.0,M,nan,-1.944217581,30.12697936,RWANDA GASABO KIMIRONKO BIBARE UBWIZA,BIBAREUBWIZA,GASABOKIMIRONKO,nan/1986.0
118,CEN_TUN003090092,MUTANGUHA,nan,NSABIMANA,MUTANGUHA  NSABIMANA,KIGALI,GASABO,KIMIRONKO,BIBARE,UBWIZA,9.0,nan,78,GASIMBA JEAN,5.0,SEPARATED,5.0,M,nan,-1.944217581,30.12697936,RWANDA GASABO KIMIRONKO BIBARE UBWIZA,BIBAREUBWIZA,GASABOKIMIRONKO,9.0/nan
118,CEN_TUY778373004,MUSABYIMANA,nan,UWAMAHORO,MUSABYIMANA  UWAMAHORO,KIGALI,GASABO,KIMIRONKO,BIBARE,UBWIZA,7.0,1989.0,33,GASIMBA JEAN,nan,nan,10.0,F,nan,-1.944217581,30.12697936,RWANDA GASABO KIMIRONKO BIBARE UBWIZA,BIBAREUBWIZA,GASABOKIMIRONKO,7.0/1989.0
119,CEN_TWB196085904,ILDEPHONSE,nan,VIANNEY,ILDEPHONSE  VIANNEY,EAST,KIREHE,KIREHE,RWESERO,BENGAZI,nan,1973.0,49,JEAN PAUL KAGABO,3.0,LIVE IN A POLYGAMOUS UNION,7.0,M,6045461494.0,-1.7890317219999998,30.17958745,RWANDA KIREHE KIREHE RWESERO BENGAZI,RWESEROBENGAZI,KIREHEKIREHE,nan/1973.0
119,CEN_TXL156862997,RUZIGANA,BENIT,NZEYIMANA,RUZIGANA BENIT NZEYIMANA,EAST,KIREHE,KIREHE,RWESERO,BENGAZI,10.0,nan,47,JEAN PAUL KAGABO,1.0,MARRIED TO ONE WIFE/HUSBAND OFFICIALLY,1.0,M,6045461494.0,-1.7890317219999998,30.17958745,RWANDA KIREHE KIREHE RWESERO BENGAZI,RWESEROBENGAZI,KIREHEKIREHE,10.0/nan
119,CEN_TYK263048021,DIANE,nan,MUSONI,DIANE  MUSONI,EAST,KIREHE,KIREHE,RWESERO,BENGAZI,7.0,1941.0,32,JEAN PAUL KAGABO,6.0,NEVER MARRIED,7.0,F,6045461494.0,-1.7890317219999998,30.17958745,RWANDA KIREHE KIREHE RWESERO BENGAZI,RWESEROBENGAZI,KIREHEKIREHE,7.0/1941.0
119,CEN_U1J324495274,JEAN,PAUL,nan,JEAN PAUL ,EAST,KIREHE,KIREHE,RWESERO,BENGAZI,nan,1968.0,57,JEAN PAUL KAGABO,7.0,WIDOWED,2.0,M,6045461494.0,-1.7890317219999998,30.17958745,RWANDA KIREHE KIREHE RWESERO BENGAZI,RWESEROBENGAZI,KIREHEKIREHE,nan/1968.0
120,CEN_U3Y061785783,VALENS,nan,TETA,VALENS  TETA,WEST,RUTSIRO,BONEZA,BUSHAKA,GASEKE,5.0,1958.0,64,UWIMBABAZI UWIMANA,7.0,WIDOWED,5.0,M,3928375767.0,-1.7580792090000001,29.54691715,RWANDA RUTSIRO BONEZA BUSHAKA GASEKE,BUSHAKAGASEKE,RUTSIROBONEZA,5.0/1958.0
120,CEN_U6N845881823,UWIMBABAZI,nan,UWIMANA,UWIMBABAZI  UWIMANA,WEST,RUTSIRO,BONEZA,BUSHAKA,GASEKE,nan,1955.0,68,UWIMBABAZI UWIMANA,6.0,NEVER MARRIED,6.0,F,3928375767.0,-1.7580792090000001,29.54691715,RWANDA RUTSIRO BONEZA BUSHAKA GASEKE,BUSHAKAGASEKE,RUTSIROBONEZA,nan/1955.0
121,CEN_U8O137386746,ELIJAH,nan,SAIDI,ELIJAH  SAIDI,KIGALI,KICUKIRO,NYARUGUNGA,RWIMBOGO,NYANDUNGU,4.0,2002.0,23,ELIJAH SAIDI,nan,nan,4.0,M,nan,-1.956612912,30.14290231,RWANDA KICUKIRO NYARUGUNGA RWIMBOGO NYANDUNGU,RWIMBOGONYANDUNGU,KICUKIRONYARUGUNGA,4.0/2002.0
121,CEN_UBS444160981,MUKOBWAJANA,nan,EMANUEL,MUKOBWAJANA  EMANUEL,KIGALI,KICUKIRO,NYARUGUNGA,RWIMBOGO,NYANDUNGU,7.0,1934.0,20,MUKOBWAJANA EMANUEL,4.0,DIVORCED,7.0,F,nan,-1.956612912,30.14290231,RWANDA KICUKIRO NYARUGUNGA RWIMBOGO NYANDUNGU,RWIMBOGONYANDUNGU,KICUKIRONYARUGUNGA,7.0/1934.0
122,CEN_UK1724976801,KAGABO,nan,ROBERT,KAGABO  ROBERT,EAST,KIREHE,KIGINA,GATARAMA,GITABA,12.0,1984.0,38,MOISE TURAHIRWA EMMANUEL,1.0,MARRIED TO ONE WIFE/HUSBAND OFFICIALLY,nan,M,9978902379.0,-2.287245129,30.73185014,RWANDA KIREHE KIGINA GATARAMA GITABA,GATARAMAGITABA,KIREHEKIGINA,12.0/1984.0
122,CEN_UK8776234289,MOISE,TURAHIRWA,EMMANUEL,MOISE TURAHIRWA EMMANUEL,WEST,RUSIZI,MUGANZA,CYARUKARA,GISOZI,6.0,1934.0,94,MOISE TURAHIRWA EMMANUEL,1.0,MARRIED TO ONE WIFE/HUSBAND OFFICIALLY,9.0,M,9978902379.0,-2.67109144,29.85697748,RWANDA RUSIZI MUGANZA CYARUKARA GISOZI,CYARUKARAGISOZI,RUSIZIMUGANZA,6.0/1934.0
122,CEN_UMI605636413,DOMINICK,nan,HODARI,DOMINICK  HODARI,WEST,RUSIZI,MUGANZA,CYARUKARA,GISOZI,4.0,1966.0,56,MOISE TURAHIRWA EMMANUEL,3.0,LIVE IN A POLYGAMOUS UNION,nan,M,9978902379.0,-2.67109144,29.85697748,RWANDA RUSIZI MUGANZA CYARUKARA GISOZI,CYARUKARAGISOZI,RUSIZIMUGANZA,4.0/1966.0
123,CEN_UOH194282598,FREDY,BOB,NIYONSENGA,FREDY BOB NIYONSENGA,SOUTH,NYANZA,MUKINGO,GATAGARA,NYAMUKO,nan,2005.0,17,MULEKATETE KAMBANDA,nan,nan,8.0,M,9534192387.0,-2.296407302,29.74685673,RWANDA NYANZA MUKINGO GATAGARA NYAMUKO,GATAGARANYAMUKO,NYANZAMUKINGO,nan/2005.0
123,CEN_UOY942153558,PROSPER,nan,MUKASA,PROSPER  MUKASA,SOUTH,NYANZA,MUKINGO,GATAGARA,NYAMUKO,8.0,1985.0,37,MULEKATETE KAMBANDA,5.0,SEPARATED,4.0,M,9534192387.0,-2.296407302,29.74685673,RWANDA NYANZA MUKINGO GATAGARA NYAMUKO,GATAGARANYAMUKO,NYANZAMUKINGO,8.0/1985.0
123,CEN_UU4607919610,MULEKATETE,nan,KAMBANDA,MULEKATETE  KAMBANDA,SOUTH,NYANZA,MUKINGO,GATAGARA,NYAMUKO,7.0,1940.0,74,MULEKATETE KAMBANDA,2.0,MARRIED TO ONE WIFE/HUSBAND NOT OFFICIALLY,7.0,F,9534192387.0,-2.296407302,29.74685673,RWANDA NYANZA MUKINGO GATAGARA NYAMUKO,GATAGARANYAMUKO,NYANZAMUKINGO,7.0/1940.0
